cv_text,quiz_q1,quiz_q2,quiz_q3,quiz_q4,quiz_q5,personality_label,job_role_label
Expert in network security with hands-on experience in ethical hacking and risk assessment.,3,4,1,1,3,Creative,Cybersecurity Analyst
Expert in network security with hands-on experience in risk assessment and ethical hacking.,3,3,3,4,2,Openness,Cybersecurity Analyst
"Manager experienced in Scrum, with background in stakeholder management and Agile.",1,2,1,2,4,Extraverted,Project Manager
"Manager experienced in Agile, with background in Scrum and stakeholder management.",3,4,3,3,1,Analytical,Project Manager
"Experienced in data visualization, with skills in SQL and machine learning.",2,3,1,4,2,Extraverted,Data Analyst
"Experienced in SQL, with skills in data visualization and machine learning.",3,3,2,1,3,Extraverted,Data Analyst
"Cybersecurity analyst skilled in network security, ethical hacking, and risk assessment.",3,2,2,4,3,Conscientious,Cybersecurity Analyst
"Professional in branding, experienced in SEO and digital campaigns.",2,4,1,2,3,Creative,Marketing Manager
"Marketing manager with focus on SEO, digital campaigns, and branding.",2,4,2,4,2,Creative,Marketing Manager
"Experienced in data visualization, with skills in machine learning and SQL.",2,2,4,4,3,Openness,Data Analyst
"Experienced in data visualization, with skills in machine learning and SQL.",1,1,3,1,3,Extraverted,Data Analyst
"Manager experienced in Scrum, with background in Agile and stakeholder management.",2,4,1,4,2,Analytical,Project Manager
"Developer skilled in cloud computing, Python, and Java.",1,1,2,3,1,Creative,Software Engineer
"Proven track record in client management, with expertise in CRM and negotiation.",3,2,2,4,2,Extraverted,Sales Executive
"Proven track record in client management, with expertise in CRM and negotiation.",4,4,2,2,2,Analytical,Sales Executive
"Cybersecurity analyst skilled in risk assessment, ethical hacking, and network security.",4,1,3,4,2,Creative,Cybersecurity Analyst
"Experienced in employee engagement, with knowledge of recruitment and HR policies.",4,3,1,3,1,Extraverted,HR Specialist
Expert in risk assessment with hands-on experience in ethical hacking and network security.,4,1,3,3,2,Openness,Cybersecurity Analyst
"Sales executive with strong skills in negotiation, CRM, and client management.",1,1,2,4,3,Openness,Sales Executive
"Specialized in deep learning, with research experience in natural language processing and computer vision.",1,1,2,2,3,Creative,AI Researcher
"Developer skilled in cloud computing, Python, and Java.",1,4,4,3,3,Openness,Software Engineer
"Professional in SEO, experienced in branding and digital campaigns.",4,3,3,4,4,Openness,Marketing Manager
"Business analyst skilled in data modeling, process improvement, and requirement gathering.",1,3,4,3,4,Extraverted,Business Analyst
"Cybersecurity analyst skilled in ethical hacking, risk assessment, and network security.",1,4,1,2,4,Openness,Cybersecurity Analyst
"Graphic designer experienced in Adobe Photoshop, Illustrator, and UX/UI design.",1,4,2,4,1,Conscientious,Graphic Designer
"HR professional skilled in HR policies, employee engagement, and recruitment.",3,2,1,3,2,Creative,HR Specialist
"Experienced in data modeling, with knowledge of requirement gathering and process improvement.",1,3,4,2,1,Openness,Business Analyst
"Developer skilled in cloud computing, Python, and Java.",3,4,4,2,1,Conscientious,Software Engineer
"Manager experienced in Scrum, with background in stakeholder management and Agile.",1,3,4,3,3,Conscientious,Project Manager
"Graphic designer experienced in UX/UI design, Adobe Photoshop, and Illustrator.",2,3,2,4,3,Openness,Graphic Designer
"HR professional skilled in HR policies, recruitment, and employee engagement.",4,4,1,1,1,Openness,HR Specialist
"HR professional skilled in HR policies, employee engagement, and recruitment.",2,2,2,2,3,Analytical,HR Specialist
"Project manager with expertise in Scrum, stakeholder management, and Agile.",1,1,2,1,1,Openness,Project Manager
"Proven track record in CRM, with expertise in client management and negotiation.",1,4,2,4,4,Introverted,Sales Executive
"Project manager with expertise in Scrum, stakeholder management, and Agile.",4,4,2,2,3,Creative,Project Manager
"Developer skilled in Python, cloud computing, and Java.",1,1,2,2,4,Openness,Software Engineer
"Cybersecurity analyst skilled in ethical hacking, network security, and risk assessment.",4,1,3,2,4,Creative,Cybersecurity Analyst
"Specialist in Adobe Photoshop, with skills in Illustrator and UX/UI design.",2,1,4,2,3,Openness,Graphic Designer
"Graphic designer experienced in UX/UI design, Adobe Photoshop, and Illustrator.",2,4,4,1,1,Introverted,Graphic Designer
"Experienced in SQL, with skills in machine learning and data visualization.",3,1,2,3,3,Creative,Data Analyst
"Business analyst skilled in process improvement, requirement gathering, and data modeling.",3,2,2,3,4,Openness,Business Analyst
Expert in ethical hacking with hands-on experience in network security and risk assessment.,2,2,1,1,4,Creative,Cybersecurity Analyst
"Software engineer with experience in Python, cloud computing, and Java.",1,2,2,2,3,Openness,Software Engineer
"Manager experienced in Agile, with background in stakeholder management and Scrum.",4,2,2,4,1,Creative,Project Manager
"Graphic designer experienced in Illustrator, UX/UI design, and Adobe Photoshop.",1,4,2,2,4,Creative,Graphic Designer
"AI researcher with expertise in deep learning, computer vision, and natural language processing.",2,1,4,2,2,Introverted,AI Researcher
Expert in ethical hacking with hands-on experience in risk assessment and network security.,1,2,1,2,2,Extraverted,Cybersecurity Analyst
"Business analyst skilled in process improvement, data modeling, and requirement gathering.",2,3,2,4,3,Introverted,Business Analyst
"Business analyst skilled in requirement gathering, process improvement, and data modeling.",1,2,4,4,1,Creative,Business Analyst
"Cybersecurity analyst skilled in network security, risk assessment, and ethical hacking.",4,4,1,3,2,Analytical,Cybersecurity Analyst
"Experienced in recruitment, with knowledge of HR policies and employee engagement.",1,4,4,3,2,Introverted,HR Specialist
"Experienced in employee engagement, with knowledge of recruitment and HR policies.",2,4,3,1,3,Openness,HR Specialist
"Professional in digital campaigns, experienced in branding and SEO.",2,3,4,4,1,Openness,Marketing Manager
"Graphic designer experienced in Illustrator, UX/UI design, and Adobe Photoshop.",2,4,3,1,3,Analytical,Graphic Designer
"Business analyst skilled in process improvement, requirement gathering, and data modeling.",4,3,3,1,1,Analytical,Business Analyst
"Business analyst skilled in process improvement, requirement gathering, and data modeling.",1,3,4,4,4,Introverted,Business Analyst
"Experienced in HR policies, with knowledge of recruitment and employee engagement.",3,4,2,4,3,Introverted,HR Specialist
"Cybersecurity analyst skilled in network security, ethical hacking, and risk assessment.",4,4,3,2,1,Introverted,Cybersecurity Analyst
"Manager experienced in Agile, with background in Scrum and stakeholder management.",3,3,1,1,4,Openness,Project Manager
"Graphic designer experienced in UX/UI design, Illustrator, and Adobe Photoshop.",2,4,3,1,2,Creative,Graphic Designer
Expert in risk assessment with hands-on experience in network security and ethical hacking.,1,1,3,3,2,Conscientious,Cybersecurity Analyst
Expert in ethical hacking with hands-on experience in risk assessment and network security.,1,2,3,4,3,Openness,Cybersecurity Analyst
"Software engineer with experience in Java, Python, and cloud computing.",4,3,4,4,2,Extraverted,Software Engineer
"AI researcher with expertise in natural language processing, computer vision, and deep learning.",4,1,3,4,4,Introverted,AI Researcher
"AI researcher with expertise in computer vision, deep learning, and natural language processing.",4,3,2,1,2,Analytical,AI Researcher
"Experienced in requirement gathering, with knowledge of data modeling and process improvement.",3,4,1,4,4,Creative,Business Analyst
"Specialist in Illustrator, with skills in UX/UI design and Adobe Photoshop.",1,4,4,4,3,Creative,Graphic Designer
"Manager experienced in Agile, with background in Scrum and stakeholder management.",4,4,2,1,3,Creative,Project Manager
"Data analyst proficient in SQL, data visualization, and machine learning.",4,4,1,2,1,Analytical,Data Analyst
"Sales executive with strong skills in negotiation, CRM, and client management.",3,2,4,2,1,Analytical,Sales Executive
"Business analyst skilled in requirement gathering, data modeling, and process improvement.",4,4,4,3,1,Conscientious,Business Analyst
"Marketing manager with focus on SEO, digital campaigns, and branding.",2,4,2,2,4,Openness,Marketing Manager
"Professional in digital campaigns, experienced in SEO and branding.",3,1,4,3,1,Extraverted,Marketing Manager
"Proven track record in client management, with expertise in negotiation and CRM.",1,4,4,3,3,Creative,Sales Executive
"Experienced in data visualization, with skills in SQL and machine learning.",3,4,2,3,3,Creative,Data Analyst
"Specialized in computer vision, with research experience in deep learning and natural language processing.",3,2,1,2,1,Extraverted,AI Researcher
"Software engineer with experience in Python, cloud computing, and Java.",1,2,3,3,4,Extraverted,Software Engineer
"Developer skilled in cloud computing, Java, and Python.",1,4,1,2,2,Creative,Software Engineer
"Specialized in deep learning, with research experience in natural language processing and computer vision.",1,4,2,4,4,Introverted,AI Researcher
"Marketing manager with focus on SEO, digital campaigns, and branding.",2,2,2,3,4,Introverted,Marketing Manager
"Specialist in Adobe Photoshop, with skills in UX/UI design and Illustrator.",2,3,2,1,2,Creative,Graphic Designer
"Software engineer with experience in Python, cloud computing, and Java.",2,1,1,3,1,Openness,Software Engineer
"Experienced in requirement gathering, with knowledge of process improvement and data modeling.",3,4,4,1,2,Conscientious,Business Analyst
"Project manager with expertise in stakeholder management, Scrum, and Agile.",2,4,4,2,2,Introverted,Project Manager
"Graphic designer experienced in UX/UI design, Adobe Photoshop, and Illustrator.",3,4,3,1,4,Creative,Graphic Designer
"Experienced in process improvement, with knowledge of requirement gathering and data modeling.",1,3,3,1,1,Creative,Business Analyst
"Experienced in requirement gathering, with knowledge of data modeling and process improvement.",3,4,3,4,2,Conscientious,Business Analyst
"HR professional skilled in HR policies, employee engagement, and recruitment.",3,2,4,1,3,Conscientious,HR Specialist
"Specialist in Adobe Photoshop, with skills in UX/UI design and Illustrator.",4,4,1,4,2,Openness,Graphic Designer
"HR professional skilled in HR policies, recruitment, and employee engagement.",3,4,1,1,4,Conscientious,HR Specialist
"Cybersecurity analyst skilled in risk assessment, network security, and ethical hacking.",4,4,3,2,4,Analytical,Cybersecurity Analyst
"Experienced in machine learning, with skills in data visualization and SQL.",4,2,1,2,1,Introverted,Data Analyst
"Manager experienced in Scrum, with background in stakeholder management and Agile.",4,4,1,3,3,Extraverted,Project Manager
"Specialist in Illustrator, with skills in Adobe Photoshop and UX/UI design.",1,4,1,4,1,Analytical,Graphic Designer
"Specialized in computer vision, with research experience in deep learning and natural language processing.",1,2,4,3,2,Openness,AI Researcher
"Sales executive with strong skills in client management, negotiation, and CRM.",2,3,1,1,4,Analytical,Sales Executive
"Manager experienced in stakeholder management, with background in Agile and Scrum.",2,2,3,2,1,Conscientious,Project Manager
"Project manager with expertise in stakeholder management, Agile, and Scrum.",4,3,2,4,2,Creative,Project Manager
"Cybersecurity analyst skilled in network security, risk assessment, and ethical hacking.",1,4,4,4,3,Analytical,Cybersecurity Analyst
"Business analyst skilled in process improvement, data modeling, and requirement gathering.",3,3,4,4,4,Analytical,Business Analyst
"Manager experienced in Agile, with background in stakeholder management and Scrum.",4,3,4,4,2,Conscientious,Project Manager
"Experienced in data modeling, with knowledge of requirement gathering and process improvement.",3,2,2,1,1,Analytical,Business Analyst
"Developer skilled in cloud computing, Java, and Python.",3,4,1,2,1,Creative,Software Engineer
"Sales executive with strong skills in negotiation, CRM, and client management.",4,2,4,1,4,Openness,Sales Executive
"Data analyst proficient in data visualization, SQL, and machine learning.",1,1,2,2,2,Conscientious,Data Analyst
"HR professional skilled in HR policies, employee engagement, and recruitment.",1,2,3,2,2,Conscientious,HR Specialist
"Software engineer with experience in Python, Java, and cloud computing.",2,1,1,2,1,Analytical,Software Engineer
"Graphic designer experienced in Illustrator, UX/UI design, and Adobe Photoshop.",2,1,2,1,3,Analytical,Graphic Designer
"Developer skilled in Java, Python, and cloud computing.",4,4,1,1,1,Openness,Software Engineer
"Experienced in process improvement, with knowledge of requirement gathering and data modeling.",1,4,3,4,2,Extraverted,Business Analyst
"Specialist in UX/UI design, with skills in Illustrator and Adobe Photoshop.",2,1,2,2,1,Conscientious,Graphic Designer
"Marketing manager with focus on SEO, digital campaigns, and branding.",3,3,3,4,4,Conscientious,Marketing Manager
"Marketing manager with focus on SEO, branding, and digital campaigns.",1,1,2,1,1,Analytical,Marketing Manager
"Specialized in computer vision, with research experience in natural language processing and deep learning.",1,4,1,1,1,Openness,AI Researcher
"Proven track record in negotiation, with expertise in client management and CRM.",1,2,2,1,3,Introverted,Sales Executive
"Developer skilled in cloud computing, Java, and Python.",4,2,2,4,4,Openness,Software Engineer
"Proven track record in client management, with expertise in CRM and negotiation.",2,2,4,4,1,Openness,Sales Executive
"Specialist in Adobe Photoshop, with skills in UX/UI design and Illustrator.",1,4,1,1,3,Conscientious,Graphic Designer
"Cybersecurity analyst skilled in ethical hacking, risk assessment, and network security.",1,3,2,4,3,Introverted,Cybersecurity Analyst
"Project manager with expertise in stakeholder management, Scrum, and Agile.",3,4,1,3,3,Creative,Project Manager
"Software engineer with experience in cloud computing, Java, and Python.",3,4,3,2,3,Conscientious,Software Engineer
"Proven track record in CRM, with expertise in negotiation and client management.",4,2,1,3,2,Extraverted,Sales Executive
"Data analyst proficient in machine learning, SQL, and data visualization.",4,3,1,1,1,Openness,Data Analyst
"Specialist in Adobe Photoshop, with skills in Illustrator and UX/UI design.",3,2,1,4,2,Conscientious,Graphic Designer
"Experienced in employee engagement, with knowledge of HR policies and recruitment.",2,1,3,2,3,Openness,HR Specialist
"Marketing manager with focus on digital campaigns, SEO, and branding.",2,1,1,2,3,Openness,Marketing Manager
"HR professional skilled in HR policies, recruitment, and employee engagement.",2,3,3,1,3,Extraverted,HR Specialist
"AI researcher with expertise in computer vision, natural language processing, and deep learning.",2,1,2,1,3,Creative,AI Researcher
"Experienced in HR policies, with knowledge of recruitment and employee engagement.",2,1,1,3,3,Analytical,HR Specialist
"Proven track record in negotiation, with expertise in CRM and client management.",1,3,3,3,4,Introverted,Sales Executive
"Specialized in computer vision, with research experience in deep learning and natural language processing.",3,4,2,1,1,Openness,AI Researcher
"AI researcher with expertise in natural language processing, deep learning, and computer vision.",2,4,3,2,1,Openness,AI Researcher
"Software engineer with experience in cloud computing, Python, and Java.",4,4,4,2,4,Creative,Software Engineer
"Experienced in SQL, with skills in machine learning and data visualization.",1,2,3,4,3,Openness,Data Analyst
"Experienced in machine learning, with skills in SQL and data visualization.",1,2,4,2,2,Openness,Data Analyst
"Business analyst skilled in requirement gathering, process improvement, and data modeling.",3,4,1,1,3,Openness,Business Analyst
"Developer skilled in cloud computing, Java, and Python.",4,1,2,2,2,Extraverted,Software Engineer
Expert in ethical hacking with hands-on experience in network security and risk assessment.,3,1,4,4,3,Analytical,Cybersecurity Analyst
"Professional in SEO, experienced in digital campaigns and branding.",4,3,2,4,4,Openness,Marketing Manager
"Marketing manager with focus on branding, digital campaigns, and SEO.",4,4,2,3,4,Extraverted,Marketing Manager
"Experienced in employee engagement, with knowledge of HR policies and recruitment.",2,3,4,2,3,Introverted,HR Specialist
"Business analyst skilled in requirement gathering, data modeling, and process improvement.",3,4,2,3,2,Openness,Business Analyst
"Software engineer with experience in Java, Python, and cloud computing.",2,3,2,1,4,Analytical,Software Engineer
"Sales executive with strong skills in negotiation, client management, and CRM.",3,4,4,4,3,Analytical,Sales Executive
"Proven track record in client management, with expertise in CRM and negotiation.",2,3,1,2,4,Introverted,Sales Executive
"HR professional skilled in recruitment, employee engagement, and HR policies.",3,3,3,3,3,Extraverted,HR Specialist
"Specialized in computer vision, with research experience in deep learning and natural language processing.",2,3,1,4,3,Creative,AI Researcher
"Marketing manager with focus on branding, SEO, and digital campaigns.",4,1,4,3,1,Conscientious,Marketing Manager
"Specialized in natural language processing, with research experience in computer vision and deep learning.",3,3,4,2,2,Extraverted,AI Researcher
"Specialist in Adobe Photoshop, with skills in Illustrator and UX/UI design.",2,4,2,1,2,Creative,Graphic Designer
"Professional in branding, experienced in digital campaigns and SEO.",4,2,3,4,4,Introverted,Marketing Manager
"Manager experienced in stakeholder management, with background in Scrum and Agile.",2,3,1,1,3,Introverted,Project Manager
"Experienced in SQL, with skills in machine learning and data visualization.",2,1,4,3,4,Analytical,Data Analyst
"Experienced in data visualization, with skills in SQL and machine learning.",4,4,2,4,2,Openness,Data Analyst
"Developer skilled in Java, cloud computing, and Python.",1,2,3,3,3,Introverted,Software Engineer
"Experienced in SQL, with skills in data visualization and machine learning.",1,1,3,1,1,Creative,Data Analyst
"Developer skilled in cloud computing, Java, and Python.",3,3,1,2,1,Analytical,Software Engineer
"Experienced in HR policies, with knowledge of recruitment and employee engagement.",1,1,2,2,3,Extraverted,HR Specialist
Expert in risk assessment with hands-on experience in ethical hacking and network security.,1,1,2,1,3,Extraverted,Cybersecurity Analyst
"Experienced in HR policies, with knowledge of employee engagement and recruitment.",2,1,2,4,3,Introverted,HR Specialist
"Software engineer with experience in Java, cloud computing, and Python.",2,1,1,3,2,Extraverted,Software Engineer
"Project manager with expertise in stakeholder management, Scrum, and Agile.",3,1,2,3,2,Introverted,Project Manager
"Specialist in Adobe Photoshop, with skills in UX/UI design and Illustrator.",3,1,2,1,3,Openness,Graphic Designer
"Experienced in HR policies, with knowledge of recruitment and employee engagement.",3,2,3,1,4,Conscientious,HR Specialist
"Project manager with expertise in stakeholder management, Agile, and Scrum.",2,3,2,4,4,Introverted,Project Manager
"Experienced in recruitment, with knowledge of employee engagement and HR policies.",1,3,1,1,4,Creative,HR Specialist
"Developer skilled in Java, Python, and cloud computing.",3,2,3,1,4,Extraverted,Software Engineer
"Graphic designer experienced in Illustrator, UX/UI design, and Adobe Photoshop.",3,3,4,4,3,Creative,Graphic Designer
"Professional in SEO, experienced in branding and digital campaigns.",1,3,1,4,3,Conscientious,Marketing Manager
"Proven track record in CRM, with expertise in negotiation and client management.",2,1,4,2,3,Analytical,Sales Executive
"AI researcher with expertise in deep learning, natural language processing, and computer vision.",4,3,2,3,3,Conscientious,AI Researcher
"Proven track record in negotiation, with expertise in client management and CRM.",3,1,4,2,1,Analytical,Sales Executive
"Experienced in data modeling, with knowledge of requirement gathering and process improvement.",1,3,2,2,4,Creative,Business Analyst
"AI researcher with expertise in computer vision, natural language processing, and deep learning.",4,1,3,1,2,Introverted,AI Researcher
"Data analyst proficient in machine learning, SQL, and data visualization.",3,1,2,3,4,Analytical,Data Analyst
"Manager experienced in stakeholder management, with background in Agile and Scrum.",3,1,3,3,2,Openness,Project Manager
"Cybersecurity analyst skilled in network security, risk assessment, and ethical hacking.",4,4,2,3,2,Extraverted,Cybersecurity Analyst
"Marketing manager with focus on digital campaigns, SEO, and branding.",4,3,3,3,1,Conscientious,Marketing Manager
"HR professional skilled in HR policies, recruitment, and employee engagement.",2,4,2,1,3,Extraverted,HR Specialist
"Experienced in data modeling, with knowledge of requirement gathering and process improvement.",1,4,3,1,3,Conscientious,Business Analyst
"AI researcher with expertise in deep learning, natural language processing, and computer vision.",4,2,3,3,4,Introverted,AI Researcher
"Sales executive with strong skills in CRM, client management, and negotiation.",4,3,1,1,3,Openness,Sales Executive
"Specialist in Adobe Photoshop, with skills in Illustrator and UX/UI design.",3,2,2,4,1,Extraverted,Graphic Designer
"Experienced in recruitment, with knowledge of HR policies and employee engagement.",1,1,4,4,1,Conscientious,HR Specialist
"Sales executive with strong skills in client management, negotiation, and CRM.",4,1,2,1,4,Creative,Sales Executive
"Data analyst proficient in data visualization, SQL, and machine learning.",3,4,1,2,4,Analytical,Data Analyst
"HR professional skilled in HR policies, recruitment, and employee engagement.",4,4,1,2,4,Conscientious,HR Specialist
"Experienced in requirement gathering, with knowledge of data modeling and process improvement.",2,2,2,3,2,Analytical,Business Analyst
"Business analyst skilled in data modeling, requirement gathering, and process improvement.",2,4,4,1,2,Extraverted,Business Analyst
"Graphic designer experienced in UX/UI design, Adobe Photoshop, and Illustrator.",1,1,3,3,3,Analytical,Graphic Designer
"Sales executive with strong skills in client management, CRM, and negotiation.",2,1,1,2,2,Conscientious,Sales Executive
Expert in ethical hacking with hands-on experience in risk assessment and network security.,3,2,2,1,4,Introverted,Cybersecurity Analyst
"Graphic designer experienced in UX/UI design, Illustrator, and Adobe Photoshop.",3,1,3,1,1,Conscientious,Graphic Designer
"Manager experienced in Scrum, with background in Agile and stakeholder management.",2,3,1,1,1,Conscientious,Project Manager
"Specialist in Adobe Photoshop, with skills in Illustrator and UX/UI design.",4,3,1,2,1,Extraverted,Graphic Designer
"Experienced in data modeling, with knowledge of process improvement and requirement gathering.",4,1,1,4,1,Introverted,Business Analyst
"Business analyst skilled in process improvement, data modeling, and requirement gathering.",1,3,2,1,3,Conscientious,Business Analyst
"Project manager with expertise in stakeholder management, Agile, and Scrum.",3,1,4,3,2,Creative,Project Manager
"Experienced in employee engagement, with knowledge of recruitment and HR policies.",3,3,4,4,1,Openness,HR Specialist
"Marketing manager with focus on branding, SEO, and digital campaigns.",4,3,3,1,3,Conscientious,Marketing Manager
"Business analyst skilled in process improvement, requirement gathering, and data modeling.",4,2,2,4,1,Openness,Business Analyst
"HR professional skilled in HR policies, recruitment, and employee engagement.",1,3,1,3,4,Creative,HR Specialist
"Sales executive with strong skills in CRM, negotiation, and client management.",2,3,1,2,1,Analytical,Sales Executive
"Software engineer with experience in Python, Java, and cloud computing.",3,1,3,2,3,Openness,Software Engineer
"HR professional skilled in recruitment, employee engagement, and HR policies.",4,2,4,2,3,Openness,HR Specialist
"Specialist in Adobe Photoshop, with skills in UX/UI design and Illustrator.",4,2,2,2,1,Conscientious,Graphic Designer
"Data analyst proficient in machine learning, data visualization, and SQL.",2,2,2,1,3,Introverted,Data Analyst
"Experienced in data modeling, with knowledge of requirement gathering and process improvement.",3,3,1,3,2,Analytical,Business Analyst
"Experienced in HR policies, with knowledge of employee engagement and recruitment.",1,2,3,2,1,Creative,HR Specialist
"AI researcher with expertise in deep learning, natural language processing, and computer vision.",2,3,1,2,1,Openness,AI Researcher
"Project manager with expertise in Scrum, Agile, and stakeholder management.",3,4,1,3,3,Conscientious,Project Manager
"Experienced in employee engagement, with knowledge of recruitment and HR policies.",2,4,4,4,3,Openness,HR Specialist
"Data analyst proficient in machine learning, data visualization, and SQL.",4,2,3,3,1,Extraverted,Data Analyst
"Graphic designer experienced in Adobe Photoshop, Illustrator, and UX/UI design.",1,1,3,2,1,Creative,Graphic Designer
"Software engineer with experience in Python, Java, and cloud computing.",3,2,4,3,3,Analytical,Software Engineer
"AI researcher with expertise in natural language processing, computer vision, and deep learning.",1,3,3,2,4,Analytical,AI Researcher
"Business analyst skilled in data modeling, requirement gathering, and process improvement.",4,1,2,4,1,Openness,Business Analyst
"Software engineer with experience in Java, Python, and cloud computing.",2,3,3,4,1,Introverted,Software Engineer
"Business analyst skilled in data modeling, requirement gathering, and process improvement.",3,4,3,3,4,Openness,Business Analyst
"Cybersecurity analyst skilled in risk assessment, network security, and ethical hacking.",2,1,4,1,3,Creative,Cybersecurity Analyst
"Professional in digital campaigns, experienced in branding and SEO.",2,2,4,4,2,Introverted,Marketing Manager
"Software engineer with experience in Java, Python, and cloud computing.",3,3,1,3,1,Openness,Software Engineer
"Graphic designer experienced in Adobe Photoshop, Illustrator, and UX/UI design.",3,4,2,3,2,Openness,Graphic Designer
"Software engineer with experience in cloud computing, Python, and Java.",1,2,3,4,2,Analytical,Software Engineer
"Specialized in computer vision, with research experience in deep learning and natural language processing.",3,3,2,2,2,Introverted,AI Researcher
"HR professional skilled in HR policies, employee engagement, and recruitment.",1,2,3,2,4,Extraverted,HR Specialist
"Experienced in process improvement, with knowledge of requirement gathering and data modeling.",2,1,3,1,2,Conscientious,Business Analyst
"Software engineer with experience in cloud computing, Python, and Java.",2,2,2,3,3,Analytical,Software Engineer
Expert in ethical hacking with hands-on experience in network security and risk assessment.,1,3,4,4,4,Extraverted,Cybersecurity Analyst
"Project manager with expertise in Agile, stakeholder management, and Scrum.",3,1,1,2,2,Creative,Project Manager
"Proven track record in client management, with expertise in CRM and negotiation.",4,2,2,4,2,Analytical,Sales Executive
"AI researcher with expertise in computer vision, natural language processing, and deep learning.",4,4,1,2,2,Extraverted,AI Researcher
"HR professional skilled in recruitment, HR policies, and employee engagement.",3,4,2,4,4,Introverted,HR Specialist
"Specialist in Illustrator, with skills in UX/UI design and Adobe Photoshop.",3,4,4,1,4,Creative,Graphic Designer
"Graphic designer experienced in Adobe Photoshop, Illustrator, and UX/UI design.",1,4,3,3,4,Introverted,Graphic Designer
"Specialized in natural language processing, with research experience in deep learning and computer vision.",3,4,2,2,2,Conscientious,AI Researcher
"Professional in digital campaigns, experienced in branding and SEO.",1,1,1,3,4,Introverted,Marketing Manager
"Specialized in deep learning, with research experience in computer vision and natural language processing.",2,1,4,2,2,Openness,AI Researcher
"Professional in digital campaigns, experienced in SEO and branding.",2,3,2,1,2,Creative,Marketing Manager
"Specialized in natural language processing, with research experience in deep learning and computer vision.",2,2,4,2,4,Creative,AI Researcher
"Experienced in HR policies, with knowledge of recruitment and employee engagement.",2,2,4,4,3,Analytical,HR Specialist
"Manager experienced in stakeholder management, with background in Agile and Scrum.",2,4,3,2,2,Conscientious,Project Manager
"Software engineer with experience in cloud computing, Java, and Python.",4,1,2,1,4,Openness,Software Engineer
Expert in risk assessment with hands-on experience in network security and ethical hacking.,4,2,1,3,2,Conscientious,Cybersecurity Analyst
"Project manager with expertise in Scrum, stakeholder management, and Agile.",2,4,2,1,4,Openness,Project Manager
"Software engineer with experience in Java, cloud computing, and Python.",1,4,1,1,4,Extraverted,Software Engineer
"Developer skilled in Java, cloud computing, and Python.",3,4,2,1,3,Conscientious,Software Engineer
Expert in risk assessment with hands-on experience in network security and ethical hacking.,4,4,1,1,4,Openness,Cybersecurity Analyst
"Experienced in HR policies, with knowledge of employee engagement and recruitment.",4,2,3,1,3,Extraverted,HR Specialist
"Specialist in UX/UI design, with skills in Illustrator and Adobe Photoshop.",4,1,3,2,1,Extraverted,Graphic Designer
"Sales executive with strong skills in negotiation, CRM, and client management.",3,1,3,3,2,Introverted,Sales Executive
"Specialist in Illustrator, with skills in Adobe Photoshop and UX/UI design.",4,3,2,1,4,Extraverted,Graphic Designer
"Cybersecurity analyst skilled in ethical hacking, network security, and risk assessment.",1,2,3,2,1,Conscientious,Cybersecurity Analyst
"Specialist in Illustrator, with skills in UX/UI design and Adobe Photoshop.",2,2,3,4,4,Openness,Graphic Designer
"Experienced in process improvement, with knowledge of requirement gathering and data modeling.",2,3,4,1,4,Creative,Business Analyst
"Experienced in employee engagement, with knowledge of recruitment and HR policies.",2,3,1,3,1,Analytical,HR Specialist
"Experienced in SQL, with skills in data visualization and machine learning.",3,2,3,4,3,Conscientious,Data Analyst
"Proven track record in CRM, with expertise in client management and negotiation.",1,4,2,3,4,Creative,Sales Executive
"Experienced in requirement gathering, with knowledge of data modeling and process improvement.",2,1,2,3,2,Conscientious,Business Analyst
"HR professional skilled in recruitment, HR policies, and employee engagement.",4,1,2,4,4,Creative,HR Specialist
"Experienced in SQL, with skills in data visualization and machine learning.",1,2,4,2,3,Extraverted,Data Analyst
"Developer skilled in Java, cloud computing, and Python.",1,3,3,3,1,Introverted,Software Engineer
"Experienced in data modeling, with knowledge of process improvement and requirement gathering.",2,1,3,2,4,Creative,Business Analyst
"Manager experienced in Scrum, with background in stakeholder management and Agile.",1,4,3,1,3,Introverted,Project Manager
"Professional in branding, experienced in digital campaigns and SEO.",3,4,1,4,1,Conscientious,Marketing Manager
"Project manager with expertise in Scrum, stakeholder management, and Agile.",3,2,1,2,1,Extraverted,Project Manager
"Project manager with expertise in Agile, stakeholder management, and Scrum.",3,3,4,1,4,Extraverted,Project Manager
"Proven track record in client management, with expertise in negotiation and CRM.",3,3,1,2,2,Extraverted,Sales Executive
"Data analyst proficient in machine learning, SQL, and data visualization.",2,3,4,3,1,Extraverted,Data Analyst
"Software engineer with experience in cloud computing, Python, and Java.",1,3,2,4,3,Extraverted,Software Engineer
"Experienced in recruitment, with knowledge of HR policies and employee engagement.",1,2,1,2,1,Extraverted,HR Specialist
"Specialized in natural language processing, with research experience in deep learning and computer vision.",3,4,4,1,4,Extraverted,AI Researcher
"Data analyst proficient in SQL, machine learning, and data visualization.",2,1,1,1,2,Introverted,Data Analyst
"Manager experienced in Scrum, with background in Agile and stakeholder management.",4,2,2,4,2,Conscientious,Project Manager
"AI researcher with expertise in deep learning, computer vision, and natural language processing.",1,4,4,3,4,Conscientious,AI Researcher
"Data analyst proficient in machine learning, data visualization, and SQL.",2,1,2,2,1,Conscientious,Data Analyst
