cv_text,quiz_q1,quiz_q2,quiz_q3,quiz_q4,quiz_q5,personality_label,job_role_label
"Geophysicist/field seismologist with expertise in branding, SEO, analytics.",4,2,3,3,4,Extraverted,Marketing Manager
"Electronics engineer with expertise in Power BI, SQL, data visualization.",2,4,4,3,4,Openness,Data Analyst
"Insurance underwriter with expertise in statistics, deep learning, data mining.",3,1,3,2,3,Openness,Data Scientist
"Personnel officer with expertise in data visualization, SQL, Power BI.",3,3,3,4,1,Openness,Data Analyst
"Surveyor, commercial/residential with expertise in statistics, deep learning, data mining.",1,4,4,1,3,Openness,Data Scientist
"Market researcher with expertise in forecasting, Excel, budgeting.",1,4,1,2,3,Analytical,Financial Analyst
"Transport planner with expertise in prototyping, wireframing, Adobe Creative Suite.",4,2,1,4,2,Creative,Graphic Designer
"Equities trader with expertise in budgeting, Scrum, stakeholder management.",3,2,1,2,4,Introverted,Project Manager
"Sub with expertise in APIs, Python, Java.",1,3,3,4,2,Openness,Software Engineer
"Armed forces training and education officer with expertise in data mining, Python, deep learning.",3,3,1,2,1,Openness,Data Scientist
"Insurance account manager with expertise in talent acquisition, HRIS, benefits management.",4,1,3,3,2,Extraverted,HR Manager
"Product manager with expertise in Python, predictive analytics, data mining.",4,1,1,3,1,Openness,Data Scientist
"Education officer, museum with expertise in customer engagement, analytics, branding.",2,2,4,1,3,Extraverted,Marketing Manager
"Advertising copywriter with expertise in analytics, branding, customer engagement.",4,4,3,3,1,Extraverted,Marketing Manager
"Insurance underwriter with expertise in network security, firewall, penetration testing.",4,1,4,1,1,Analytical,Cybersecurity Analyst
"Engineer, energy with expertise in risk management, stakeholder management, Scrum.",2,1,1,2,3,Introverted,Project Manager
"Engineer, civil (contracting) with expertise in data visualization, Power BI, SQL.",3,3,3,2,1,Openness,Data Analyst
"Water engineer with expertise in deep learning, statistics, Python.",4,1,2,2,4,Openness,Data Scientist
"Neurosurgeon with expertise in talent acquisition, HRIS, employee engagement.",4,4,2,3,2,Extraverted,HR Manager
"Engineer, production with expertise in data visualization, machine learning, statistics.",1,4,3,2,1,Openness,Data Analyst
"Corporate investment banker with expertise in statistics, predictive analytics, data mining.",3,3,2,3,1,Openness,Data Scientist
"Conservator, furniture with expertise in machine learning, Power BI, data visualization.",4,3,4,1,2,Openness,Data Analyst
"Civil engineer, consulting with expertise in UI/UX, wireframing, branding.",3,1,2,2,4,Creative,Graphic Designer
"Health promotion specialist with expertise in data mining, statistics, deep learning.",2,4,4,2,1,Openness,Data Scientist
"Chemist, analytical with expertise in machine learning, SQL, Power BI.",3,4,4,1,3,Openness,Data Analyst
"Statistician with expertise in cloud computing, APIs, Python.",3,3,3,2,3,Openness,Software Engineer
"Engineer, electronics with expertise in analytics, branding, SEO.",2,1,1,1,3,Extraverted,Marketing Manager
"Field seismologist with expertise in benefits management, HRIS, talent acquisition.",3,1,2,1,2,Extraverted,HR Manager
"IT trainer with expertise in incident response, network security, penetration testing.",4,3,3,1,2,Analytical,Cybersecurity Analyst
"Engineer, building services with expertise in Power BI, SQL, machine learning.",3,4,1,4,3,Openness,Data Analyst
"Development worker, international aid with expertise in financial models, Excel, budgeting.",4,3,1,1,2,Analytical,Financial Analyst
"Teacher, English as a foreign language with expertise in customer engagement, campaigns, analytics.",3,2,3,3,2,Extraverted,Marketing Manager
"Product manager with expertise in firewall, penetration testing, risk assessment.",1,3,4,2,2,Analytical,Cybersecurity Analyst
"English as a foreign language teacher with expertise in benefits management, HRIS, employee engagement.",4,4,4,2,1,Extraverted,HR Manager
"Make with expertise in Python, cloud computing, Java.",2,1,2,2,2,Openness,Software Engineer
"Tree surgeon with expertise in Agile, stakeholder management, risk management.",4,4,4,1,1,Introverted,Project Manager
"Fashion designer with expertise in forecasting, risk management, financial models.",3,4,1,4,4,Analytical,Financial Analyst
"Research scientist (life sciences) with expertise in DevOps, cloud computing, Java.",2,3,4,1,4,Openness,Software Engineer
"Civil Service fast streamer with expertise in statistics, SQL, Power BI.",1,4,3,3,3,Openness,Data Analyst
"Conservator, furniture with expertise in prototyping, branding, Adobe Creative Suite.",4,4,3,4,1,Creative,Graphic Designer
"Paediatric nurse with expertise in analytics, SEO, customer engagement.",1,2,1,2,1,Extraverted,Marketing Manager
"Medical secretary with expertise in risk management, forecasting, Excel.",4,1,1,4,1,Analytical,Financial Analyst
"Horticultural therapist with expertise in penetration testing, firewall, incident response.",1,1,4,1,2,Analytical,Cybersecurity Analyst
"Secondary school teacher with expertise in incident response, firewall, network security.",1,1,4,3,4,Analytical,Cybersecurity Analyst
"Artist with expertise in incident response, penetration testing, risk assessment.",1,2,1,3,4,Analytical,Cybersecurity Analyst
"Designer, exhibition/display with expertise in prototyping, UI/UX, Adobe Creative Suite.",2,2,1,2,1,Creative,Graphic Designer
"Psychiatric nurse with expertise in statistics, predictive analytics, Python.",1,2,4,2,1,Openness,Data Scientist
"Scientist, marine with expertise in analytics, branding, SEO.",1,3,1,4,1,Extraverted,Marketing Manager
"Graphic designer with expertise in predictive analytics, statistics, deep learning.",2,4,1,2,1,Openness,Data Scientist
"Producer, radio with expertise in campaigns, branding, SEO.",1,1,4,2,1,Extraverted,Marketing Manager
"Social worker with expertise in deep learning, Python, predictive analytics.",1,2,1,3,4,Openness,Data Scientist
"Health and safety adviser with expertise in branding, customer engagement, SEO.",4,2,2,1,1,Extraverted,Marketing Manager
"Dealer with expertise in DevOps, Java, APIs.",4,4,4,1,2,Openness,Software Engineer
"Education officer, environmental with expertise in employee engagement, HRIS, benefits management.",2,2,3,4,3,Extraverted,HR Manager
"Solicitor with expertise in DevOps, cloud computing, Java.",1,3,1,1,1,Openness,Software Engineer
"Restaurant manager, fast food with expertise in risk assessment, penetration testing, network security.",4,3,1,1,2,Analytical,Cybersecurity Analyst
"Insurance underwriter with expertise in machine learning, SQL, Power BI.",4,1,4,2,2,Openness,Data Analyst
"Occupational therapist with expertise in analytics, customer engagement, branding.",3,2,2,1,2,Extraverted,Marketing Manager
"Public affairs consultant with expertise in statistics, data visualization, Power BI.",4,1,3,4,1,Openness,Data Analyst
"Translator with expertise in APIs, cloud computing, Java.",3,1,1,2,1,Openness,Software Engineer
"Psychotherapist with expertise in prototyping, branding, Adobe Creative Suite.",3,1,3,3,3,Creative,Graphic Designer
"Interpreter with expertise in financial models, Excel, budgeting.",1,3,4,1,3,Analytical,Financial Analyst
"Press photographer with expertise in talent acquisition, onboarding, HRIS.",1,3,3,3,4,Extraverted,HR Manager
"Broadcast journalist with expertise in Agile, risk management, Scrum.",2,4,4,2,1,Introverted,Project Manager
"Scientist, audiological with expertise in DevOps, APIs, cloud computing.",4,3,4,2,2,Openness,Software Engineer
"Immunologist with expertise in stakeholder management, budgeting, risk management.",1,1,4,3,1,Introverted,Project Manager
"Copy with expertise in analytics, campaigns, customer engagement.",4,4,4,3,3,Extraverted,Marketing Manager
"Arts administrator with expertise in cloud computing, APIs, Python.",3,4,3,3,3,Openness,Software Engineer
"Chief Technology Officer with expertise in risk assessment, firewall, network security.",4,4,1,3,3,Analytical,Cybersecurity Analyst
"Risk analyst with expertise in statistics, Python, predictive analytics.",4,4,3,1,4,Openness,Data Scientist
"Legal secretary with expertise in employee engagement, benefits management, onboarding.",1,2,3,3,3,Extraverted,HR Manager
"Scientist, physiological with expertise in penetration testing, risk assessment, network security.",4,3,3,3,2,Analytical,Cybersecurity Analyst
"Corporate treasurer with expertise in branding, wireframing, prototyping.",3,3,4,4,2,Creative,Graphic Designer
"Retail merchandiser with expertise in branding, SEO, customer engagement.",3,2,3,1,2,Extraverted,Marketing Manager
"Therapist, art with expertise in campaigns, analytics, branding.",1,1,1,3,4,Extraverted,Marketing Manager
"Production manager with expertise in SQL, data visualization, machine learning.",2,2,3,3,2,Openness,Data Analyst
"Designer, graphic with expertise in financial models, budgeting, forecasting.",4,2,1,1,4,Analytical,Financial Analyst
"Bookseller with expertise in cloud computing, APIs, Java.",2,3,2,3,2,Openness,Software Engineer
"Health physicist with expertise in Adobe Creative Suite, prototyping, wireframing.",1,2,4,2,1,Creative,Graphic Designer
"Energy engineer with expertise in Excel, forecasting, financial models.",4,4,4,4,3,Analytical,Financial Analyst
"Buyer, retail with expertise in cloud computing, APIs, DevOps.",4,2,2,1,2,Openness,Software Engineer
"Health visitor with expertise in APIs, Python, cloud computing.",1,2,2,4,4,Openness,Software Engineer
"Management consultant with expertise in customer engagement, analytics, branding.",1,4,1,3,3,Extraverted,Marketing Manager
"Research scientist (maths) with expertise in UI/UX, wireframing, Adobe Creative Suite.",3,1,4,2,1,Creative,Graphic Designer
"Scientist, physiological with expertise in Scrum, risk management, stakeholder management.",1,2,3,2,2,Introverted,Project Manager
"Health physicist with expertise in financial models, forecasting, budgeting.",1,2,1,4,4,Analytical,Financial Analyst
"Call centre manager with expertise in risk assessment, penetration testing, firewall.",4,2,4,2,1,Analytical,Cybersecurity Analyst
"Child psychotherapist with expertise in forecasting, budgeting, risk management.",2,4,2,1,2,Analytical,Financial Analyst
"Animal technologist with expertise in UI/UX, Adobe Creative Suite, prototyping.",2,3,2,4,4,Creative,Graphic Designer
"Data scientist with expertise in APIs, DevOps, cloud computing.",2,1,1,3,3,Openness,Software Engineer
"Astronomer with expertise in incident response, network security, risk assessment.",4,4,3,2,1,Analytical,Cybersecurity Analyst
"Lecturer, higher education with expertise in analytics, SEO, customer engagement.",4,3,4,2,3,Extraverted,Marketing Manager
"Sales executive with expertise in firewall, penetration testing, network security.",3,3,3,2,3,Analytical,Cybersecurity Analyst
"Editorial assistant with expertise in SEO, branding, customer engagement.",4,4,1,1,1,Extraverted,Marketing Manager
"Associate Professor with expertise in UI/UX, branding, Adobe Creative Suite.",2,2,4,1,3,Creative,Graphic Designer
"Lawyer with expertise in branding, prototyping, Adobe Creative Suite.",1,2,2,4,2,Creative,Graphic Designer
"Chartered loss adjuster with expertise in branding, analytics, SEO.",1,2,2,1,4,Extraverted,Marketing Manager
"Producer, radio with expertise in talent acquisition, benefits management, HRIS.",2,2,2,2,1,Extraverted,HR Manager
"Herbalist with expertise in deep learning, Python, predictive analytics.",1,1,1,1,3,Openness,Data Scientist
"Chiropractor with expertise in stakeholder management, Agile, budgeting.",1,3,2,2,2,Introverted,Project Manager
"Designer, exhibition/display with expertise in Python, deep learning, statistics.",2,1,3,1,4,Openness,Data Scientist
"Print production planner with expertise in branding, prototyping, UI/UX.",2,4,3,3,3,Creative,Graphic Designer
"Chartered loss adjuster with expertise in branding, prototyping, Adobe Creative Suite.",3,1,3,1,1,Creative,Graphic Designer
"Marketing executive with expertise in risk assessment, penetration testing, network security.",4,3,4,1,3,Analytical,Cybersecurity Analyst
"Chemist, analytical with expertise in Python, statistics, predictive analytics.",3,2,4,2,2,Openness,Data Scientist
"Geophysical data processor with expertise in talent acquisition, HRIS, employee engagement.",1,1,3,3,2,Extraverted,HR Manager
"Surveyor, planning and development with expertise in statistics, data mining, deep learning.",3,1,1,4,4,Openness,Data Scientist
"Buyer, retail with expertise in budgeting, forecasting, Excel.",1,4,4,1,2,Analytical,Financial Analyst
"Horticulturist, commercial with expertise in UI/UX, wireframing, branding.",1,1,2,2,2,Creative,Graphic Designer
"Administrator, charities/voluntary organisations with expertise in campaigns, branding, SEO.",1,1,4,2,2,Extraverted,Marketing Manager
"Chiropodist with expertise in Scrum, risk management, stakeholder management.",1,3,2,3,1,Introverted,Project Manager
"Personal assistant with expertise in risk management, Scrum, Agile.",4,4,1,4,3,Introverted,Project Manager
"Hotel manager with expertise in branding, analytics, SEO.",3,1,1,2,1,Extraverted,Marketing Manager
"Engineer, chemical with expertise in risk management, stakeholder management, Agile.",4,3,1,2,1,Introverted,Project Manager
"Magazine journalist with expertise in forecasting, risk management, budgeting.",2,2,3,4,4,Analytical,Financial Analyst
"Site engineer with expertise in APIs, DevOps, Python.",3,4,1,1,2,Openness,Software Engineer
"Police officer with expertise in Python, deep learning, statistics.",3,4,3,4,3,Openness,Data Scientist
"Records manager with expertise in risk management, Scrum, Agile.",2,4,1,2,2,Introverted,Project Manager
"Information officer with expertise in Adobe Creative Suite, branding, prototyping.",2,3,1,1,1,Creative,Graphic Designer
"Print production planner with expertise in risk management, Excel, budgeting.",3,3,3,1,1,Analytical,Financial Analyst
"Accounting technician with expertise in Python, DevOps, cloud computing.",2,3,4,2,1,Openness,Software Engineer
"Research scientist (medical) with expertise in risk management, stakeholder management, Scrum.",2,1,2,3,1,Introverted,Project Manager
"Stage manager with expertise in predictive analytics, Python, data mining.",2,2,3,4,1,Openness,Data Scientist
"Solicitor, Scotland with expertise in statistics, Power BI, SQL.",1,1,2,3,4,Openness,Data Analyst
"Graphic designer with expertise in talent acquisition, HRIS, onboarding.",2,2,1,3,1,Extraverted,HR Manager
"Chartered management accountant with expertise in Java, DevOps, Python.",4,1,2,1,3,Openness,Software Engineer
"Acupuncturist with expertise in benefits management, HRIS, employee engagement.",3,2,1,1,3,Extraverted,HR Manager
"Ship broker with expertise in Adobe Creative Suite, wireframing, prototyping.",2,3,4,4,3,Creative,Graphic Designer
"Pilot, airline with expertise in predictive analytics, statistics, data mining.",2,4,2,3,4,Openness,Data Scientist
"Clinical molecular geneticist with expertise in prototyping, wireframing, Adobe Creative Suite.",2,3,2,2,4,Creative,Graphic Designer
"Water quality scientist with expertise in employee engagement, talent acquisition, HRIS.",3,3,1,1,1,Extraverted,HR Manager
"Civil engineer, contracting with expertise in onboarding, talent acquisition, benefits management.",2,3,4,3,4,Extraverted,HR Manager
"Purchasing manager with expertise in risk management, financial models, Excel.",2,4,3,1,3,Analytical,Financial Analyst
"Housing manager/officer with expertise in HRIS, onboarding, employee engagement.",1,1,4,3,3,Extraverted,HR Manager
"Doctor, hospital with expertise in Power BI, machine learning, SQL.",4,3,2,4,2,Openness,Data Analyst
"Social researcher with expertise in risk management, Scrum, budgeting.",3,1,3,2,1,Introverted,Project Manager
"Scientist, product/process development with expertise in financial models, budgeting, forecasting.",3,2,1,1,2,Analytical,Financial Analyst
"Mental health nurse with expertise in Power BI, statistics, machine learning.",3,1,1,1,3,Openness,Data Analyst
"Producer, radio with expertise in customer engagement, branding, SEO.",1,3,2,3,1,Extraverted,Marketing Manager
"Surveyor, building control with expertise in SQL, Power BI, statistics.",1,3,1,2,2,Openness,Data Analyst
"Product designer with expertise in Scrum, budgeting, risk management.",3,4,3,4,1,Introverted,Project Manager
"Restaurant manager with expertise in Python, cloud computing, Java.",2,2,3,3,4,Openness,Software Engineer
"Proofreader with expertise in machine learning, Power BI, SQL.",3,2,4,4,2,Openness,Data Analyst
"Landscape architect with expertise in financial models, forecasting, Excel.",1,4,4,4,4,Analytical,Financial Analyst
"Chief Executive Officer with expertise in risk assessment, penetration testing, network security.",3,1,3,4,3,Analytical,Cybersecurity Analyst
"Armed forces logistics/support/administrative officer with expertise in campaigns, customer engagement, SEO.",3,2,2,2,4,Extraverted,Marketing Manager
"Insurance claims handler with expertise in firewall, incident response, network security.",1,3,2,1,4,Analytical,Cybersecurity Analyst
"Geologist, wellsite with expertise in data mining, Python, deep learning.",2,2,3,2,2,Openness,Data Scientist
"Brewing technologist with expertise in deep learning, statistics, predictive analytics.",3,1,2,2,1,Openness,Data Scientist
"Environmental health practitioner with expertise in Java, APIs, Python.",2,3,1,4,1,Openness,Software Engineer
"Food technologist with expertise in budgeting, Agile, Scrum.",3,1,1,4,1,Introverted,Project Manager
"Planning and development surveyor with expertise in cloud computing, Python, DevOps.",3,3,3,4,4,Openness,Software Engineer
"Cartographer with expertise in DevOps, Python, APIs.",1,1,4,1,2,Openness,Software Engineer
"Retail merchandiser with expertise in Excel, budgeting, risk management.",1,2,2,1,4,Analytical,Financial Analyst
"TEFL teacher with expertise in HRIS, benefits management, onboarding.",2,3,3,4,4,Extraverted,HR Manager
"Engineer, site with expertise in branding, campaigns, analytics.",1,1,1,3,1,Extraverted,Marketing Manager
"Surveyor, building with expertise in Java, DevOps, APIs.",4,4,2,4,1,Openness,Software Engineer
"Software engineer with expertise in HRIS, employee engagement, benefits management.",3,2,3,4,2,Extraverted,HR Manager
"Nutritional therapist with expertise in employee engagement, talent acquisition, benefits management.",3,2,2,4,3,Extraverted,HR Manager
"Colour technologist with expertise in Python, statistics, data mining.",1,1,4,4,1,Openness,Data Scientist
"Psychotherapist, dance movement with expertise in Power BI, statistics, machine learning.",2,1,4,1,4,Openness,Data Analyst
"Armed forces technical officer with expertise in forecasting, financial models, budgeting.",4,3,4,4,4,Analytical,Financial Analyst
"Community pharmacist with expertise in Python, data mining, deep learning.",3,1,1,3,3,Openness,Data Scientist
"Biochemist, clinical with expertise in APIs, DevOps, Python.",1,3,3,1,2,Openness,Software Engineer
"Production manager with expertise in talent acquisition, benefits management, employee engagement.",4,4,1,2,1,Extraverted,HR Manager
"Naval architect with expertise in SQL, machine learning, Power BI.",2,1,2,3,4,Openness,Data Analyst
"Secretary, company with expertise in SEO, customer engagement, campaigns.",4,3,2,1,1,Extraverted,Marketing Manager
"Water quality scientist with expertise in Power BI, machine learning, statistics.",1,3,4,2,3,Openness,Data Analyst
"Accountant, chartered management with expertise in Python, cloud computing, Java.",1,2,1,4,2,Openness,Software Engineer
"Broadcast engineer with expertise in campaigns, SEO, customer engagement.",1,4,1,2,1,Extraverted,Marketing Manager
"Claims inspector/assessor with expertise in risk assessment, firewall, incident response.",1,4,1,2,1,Analytical,Cybersecurity Analyst
"Sales promotion account executive with expertise in network security, firewall, incident response.",1,3,2,2,1,Analytical,Cybersecurity Analyst
"Film/video editor with expertise in budgeting, Scrum, risk management.",1,3,4,2,4,Introverted,Project Manager
"Scientist, research (medical) with expertise in prototyping, branding, UI/UX.",1,2,3,4,4,Creative,Graphic Designer
"Runner, broadcasting/film/video with expertise in talent acquisition, onboarding, employee engagement.",1,4,3,4,4,Extraverted,HR Manager
"Armed forces training and education officer with expertise in branding, customer engagement, campaigns.",3,1,4,1,2,Extraverted,Marketing Manager
"Immigration officer with expertise in UI/UX, prototyping, Adobe Creative Suite.",4,4,4,1,4,Creative,Graphic Designer
"Charity fundraiser with expertise in SQL, machine learning, statistics.",1,2,3,1,4,Openness,Data Analyst
"Retail buyer with expertise in budgeting, forecasting, risk management.",2,3,4,2,3,Analytical,Financial Analyst
"Museum/gallery exhibitions officer with expertise in branding, UI/UX, prototyping.",4,1,3,2,1,Creative,Graphic Designer
"Retail buyer with expertise in financial models, risk management, budgeting.",1,2,3,1,1,Analytical,Financial Analyst
"Horticultural consultant with expertise in HRIS, employee engagement, benefits management.",1,4,2,1,4,Extraverted,HR Manager
"Medical secretary with expertise in network security, firewall, risk assessment.",2,4,2,1,2,Analytical,Cybersecurity Analyst
"Accommodation manager with expertise in Python, Java, APIs.",2,2,2,3,4,Openness,Software Engineer
"Haematologist with expertise in branding, SEO, customer engagement.",2,2,2,4,4,Extraverted,Marketing Manager
"Engineer, electronics with expertise in deep learning, data mining, statistics.",4,1,1,3,2,Openness,Data Scientist
"Interior and spatial designer with expertise in Scrum, budgeting, stakeholder management.",1,3,4,1,4,Introverted,Project Manager
"Engineer, chemical with expertise in campaigns, analytics, branding.",1,2,3,1,3,Extraverted,Marketing Manager
"Retail merchandiser with expertise in onboarding, HRIS, benefits management.",1,3,2,2,3,Extraverted,HR Manager
"Event organiser with expertise in Power BI, machine learning, statistics.",4,1,4,1,3,Openness,Data Analyst
"Broadcast journalist with expertise in talent acquisition, employee engagement, benefits management.",1,2,2,4,3,Extraverted,HR Manager
"Operations geologist with expertise in customer engagement, branding, analytics.",2,4,3,4,4,Extraverted,Marketing Manager
"Chief Marketing Officer with expertise in SEO, customer engagement, branding.",4,3,4,4,4,Extraverted,Marketing Manager
"Fast food restaurant manager with expertise in prototyping, branding, Adobe Creative Suite.",4,4,2,4,3,Creative,Graphic Designer
"Surveyor, insurance with expertise in network security, penetration testing, risk assessment.",3,1,1,1,4,Analytical,Cybersecurity Analyst
"Designer, ceramics/pottery with expertise in Java, APIs, cloud computing.",3,2,1,4,3,Openness,Software Engineer
"Journalist, broadcasting with expertise in benefits management, talent acquisition, onboarding.",4,3,3,2,1,Extraverted,HR Manager
"Environmental manager with expertise in campaigns, customer engagement, analytics.",4,2,3,2,2,Extraverted,Marketing Manager
"Designer, interior/spatial with expertise in Excel, risk management, forecasting.",4,2,3,2,4,Analytical,Financial Analyst
"Psychiatric nurse with expertise in prototyping, Adobe Creative Suite, wireframing.",1,2,2,1,4,Creative,Graphic Designer
"Product designer with expertise in machine learning, statistics, Power BI.",1,4,4,3,2,Openness,Data Analyst
"Professor Emeritus with expertise in statistics, SQL, data visualization.",2,3,2,4,1,Openness,Data Analyst
"Pharmacist, hospital with expertise in risk management, Agile, Scrum.",1,3,4,4,2,Introverted,Project Manager
"Geologist, wellsite with expertise in predictive analytics, deep learning, Python.",3,1,3,3,1,Openness,Data Scientist
"Education administrator with expertise in wireframing, prototyping, UI/UX.",2,4,4,2,2,Creative,Graphic Designer
"Therapist, art with expertise in prototyping, Adobe Creative Suite, wireframing.",3,4,2,3,3,Creative,Graphic Designer
"Conservation officer, historic buildings with expertise in risk management, budgeting, stakeholder management.",4,3,1,4,4,Introverted,Project Manager
"Conservator, museum/gallery with expertise in Power BI, machine learning, data visualization.",2,4,1,3,4,Openness,Data Analyst
"Chief Marketing Officer with expertise in talent acquisition, HRIS, employee engagement.",4,1,4,3,3,Extraverted,HR Manager
"Programme researcher, broadcasting/film/video with expertise in risk assessment, network security, firewall.",3,2,3,3,1,Analytical,Cybersecurity Analyst
"Lecturer, further education with expertise in prototyping, UI/UX, wireframing.",2,1,4,1,2,Creative,Graphic Designer
"Accountant, chartered with expertise in SQL, data visualization, Power BI.",2,2,3,1,3,Openness,Data Analyst
"Video editor with expertise in financial models, forecasting, budgeting.",1,2,3,1,4,Analytical,Financial Analyst
"Chief Executive Officer with expertise in risk management, Scrum, budgeting.",2,1,4,4,2,Introverted,Project Manager
"Stage manager with expertise in risk assessment, penetration testing, firewall.",4,2,3,3,3,Analytical,Cybersecurity Analyst
"Engineer, electronics with expertise in risk assessment, penetration testing, firewall.",4,3,1,1,2,Analytical,Cybersecurity Analyst
"Dancer with expertise in network security, incident response, penetration testing.",3,4,3,1,2,Analytical,Cybersecurity Analyst
"Colour technologist with expertise in incident response, network security, firewall.",4,1,1,1,3,Analytical,Cybersecurity Analyst
"Counselling psychologist with expertise in branding, Adobe Creative Suite, prototyping.",1,1,4,4,1,Creative,Graphic Designer
"Retail merchandiser with expertise in Java, Python, DevOps.",3,2,4,1,2,Openness,Software Engineer
"Environmental health practitioner with expertise in stakeholder management, risk management, Agile.",1,2,2,3,4,Introverted,Project Manager
"Public affairs consultant with expertise in branding, analytics, SEO.",2,1,4,2,1,Extraverted,Marketing Manager
"Sports administrator with expertise in customer engagement, branding, SEO.",3,2,1,2,1,Extraverted,Marketing Manager
"Clinical molecular geneticist with expertise in stakeholder management, risk management, budgeting.",3,2,1,3,3,Introverted,Project Manager
"Air traffic controller with expertise in customer engagement, campaigns, analytics.",2,3,1,1,1,Extraverted,Marketing Manager
"Counselling psychologist with expertise in cloud computing, Python, Java.",3,3,1,2,4,Openness,Software Engineer
"Cytogeneticist with expertise in cloud computing, APIs, Python.",4,4,1,3,3,Openness,Software Engineer
"Broadcast engineer with expertise in risk assessment, network security, penetration testing.",4,4,2,2,1,Analytical,Cybersecurity Analyst
"Secretary, company with expertise in prototyping, Adobe Creative Suite, branding.",3,1,4,2,1,Creative,Graphic Designer
"Social researcher with expertise in branding, campaigns, customer engagement.",4,3,2,1,3,Extraverted,Marketing Manager
"Clinical embryologist with expertise in SQL, statistics, data visualization.",3,2,4,4,2,Openness,Data Analyst
"Engineer, water with expertise in DevOps, APIs, cloud computing.",4,2,1,2,2,Openness,Software Engineer
"IT trainer with expertise in UI/UX, wireframing, Adobe Creative Suite.",2,1,1,3,1,Creative,Graphic Designer
"Engineer, mining with expertise in Python, DevOps, Java.",2,2,4,4,1,Openness,Software Engineer
"Development worker, community with expertise in forecasting, financial models, risk management.",3,1,2,4,1,Analytical,Financial Analyst
"Research scientist (medical) with expertise in Excel, financial models, budgeting.",3,2,4,1,1,Analytical,Financial Analyst
"Clinical research associate with expertise in Adobe Creative Suite, branding, wireframing.",3,2,4,3,1,Creative,Graphic Designer
"Teacher, music with expertise in branding, Adobe Creative Suite, wireframing.",2,1,4,1,3,Creative,Graphic Designer
"Environmental education officer with expertise in risk management, Scrum, budgeting.",2,3,2,3,3,Introverted,Project Manager
"Mining engineer with expertise in Python, data mining, predictive analytics.",3,4,2,4,1,Openness,Data Scientist
"Scientist, forensic with expertise in Java, DevOps, Python.",4,2,1,2,3,Openness,Software Engineer
"Conservator, museum/gallery with expertise in SQL, statistics, Power BI.",4,2,2,3,2,Openness,Data Analyst
"Copy with expertise in Python, Java, cloud computing.",1,1,3,4,2,Openness,Software Engineer
"Dealer with expertise in HRIS, employee engagement, talent acquisition.",1,1,3,1,4,Extraverted,HR Manager
"Occupational therapist with expertise in financial models, risk management, forecasting.",3,1,2,1,3,Analytical,Financial Analyst
"Psychotherapist, child with expertise in predictive analytics, statistics, data mining.",1,3,2,4,4,Openness,Data Scientist
"Learning disability nurse with expertise in customer engagement, branding, SEO.",1,4,3,4,3,Extraverted,Marketing Manager
"Games developer with expertise in penetration testing, risk assessment, network security.",3,2,3,4,2,Analytical,Cybersecurity Analyst
"Optometrist with expertise in risk management, budgeting, forecasting.",2,2,4,2,4,Analytical,Financial Analyst
"Quarry manager with expertise in risk management, financial models, Excel.",2,2,4,3,3,Analytical,Financial Analyst
"Volunteer coordinator with expertise in APIs, Java, cloud computing.",2,1,2,1,1,Openness,Software Engineer
"Psychologist, clinical with expertise in employee engagement, onboarding, benefits management.",1,3,2,1,2,Extraverted,HR Manager
"Brewing technologist with expertise in data visualization, machine learning, Power BI.",1,4,3,3,2,Openness,Data Analyst
"Forensic psychologist with expertise in Scrum, budgeting, risk management.",2,4,3,1,4,Introverted,Project Manager
"Drilling engineer with expertise in Power BI, machine learning, SQL.",4,4,2,1,3,Openness,Data Analyst
"Adult nurse with expertise in deep learning, Python, predictive analytics.",3,4,2,4,2,Openness,Data Scientist
"Regulatory affairs officer with expertise in Agile, Scrum, stakeholder management.",2,3,1,1,4,Introverted,Project Manager
"Marketing executive with expertise in branding, Adobe Creative Suite, prototyping.",3,1,2,2,4,Creative,Graphic Designer
"Film/video editor with expertise in branding, wireframing, UI/UX.",2,4,1,4,3,Creative,Graphic Designer
"Mental health nurse with expertise in branding, SEO, customer engagement.",4,4,2,4,1,Extraverted,Marketing Manager
"Accountant, chartered management with expertise in machine learning, Power BI, statistics.",1,1,3,1,3,Openness,Data Analyst
"Armed forces logistics/support/administrative officer with expertise in penetration testing, network security, risk assessment.",3,1,4,3,3,Analytical,Cybersecurity Analyst
"Programme researcher, broadcasting/film/video with expertise in cloud computing, Java, Python.",3,3,3,1,2,Openness,Software Engineer
"Programmer, multimedia with expertise in financial models, Excel, risk management.",1,4,2,4,2,Analytical,Financial Analyst
"Event organiser with expertise in onboarding, HRIS, talent acquisition.",3,2,4,1,1,Extraverted,HR Manager
"Planning and development surveyor with expertise in HRIS, talent acquisition, employee engagement.",3,4,2,1,1,Extraverted,HR Manager
"Technical author with expertise in risk management, budgeting, stakeholder management.",4,2,3,2,4,Introverted,Project Manager
"Commercial/residential surveyor with expertise in statistics, data visualization, SQL.",4,3,2,1,2,Openness,Data Analyst
"Environmental education officer with expertise in risk assessment, penetration testing, network security.",2,3,1,4,2,Analytical,Cybersecurity Analyst
"Quality manager with expertise in customer engagement, analytics, SEO.",3,3,1,1,1,Extraverted,Marketing Manager
"Geophysical data processor with expertise in talent acquisition, benefits management, HRIS.",3,2,4,4,3,Extraverted,HR Manager
